0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.645645	1.136530	207.935099	113.693476	1.152965
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.875056	0.832692	350.936305	273.906036	1.717839
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.100087	1.682136	54.368809	66.513804	1.940579
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.586950	1.649691	9.559085	185.589850	1.367491
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.705568	0.430553	33.628304	81.944661	0.478352
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.157024	1.475482	304.929892	75.112820	1.619151
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.951456	0.623649	313.577084	49.031769	1.945136
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.891106	1.134969	107.735531	119.474925	0.333935
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.891106	1.134969	107.735531	119.474925	0.333935
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.774376	1.509197	349.708040	23.450770	1.462184
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.707813	1.759247	342.692442	268.097432	1.914486
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.844162	1.889755	280.629724	40.223152	1.361969
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.844162	1.889755	280.629724	40.223152	1.361969
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.963879	1.306710	163.816811	81.363139	1.394385
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.670892	1.612945	121.796272	141.729518	1.849300
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.670892	1.612945	121.796272	141.729518	1.849300
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.513467	1.847721	66.350755	290.183354	1.615776
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.324637	1.134423	29.803683	50.751135	1.415387
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.437433	1.197408	356.458485	124.562194	0.829037
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.688098	1.201665	56.941675	309.363646	0.562526
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.923585	0.462236	236.577093	305.609774	0.338148
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.342659	1.682494	317.813617	185.869160	1.532106
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.427296	0.866959	78.500523	3.653824	1.102201
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.866030	1.782436	27.746113	48.687283	1.118084
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.141941	1.277604	276.601651	298.849603	1.617687
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.714638	1.923806	270.642408	163.818868	1.884693
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.247510	1.806302	94.828406	134.849691	1.711166
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.614068	1.175681	284.331455	192.754054	0.491121
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.544849	1.103094	25.755196	327.380050	0.951506
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.965714	1.736353	337.510146	153.283254	1.937532
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.842640	0.071886	274.234334	328.284435	1.957726
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.835658	1.269889	295.540976	310.535033	1.340084
